siᶽmp	trad	detail	调类
槌	槌		dʑyᶽ2
飓	颶		dʑyᶽ6
苣	苣		dʑyᶽ6
巨	巨		dʑyᶽ6
巨	鉅	河北鉅鹿縣、山東鉅野縣	dʑyᶽ6
炬	炬		dʑyᶽ6
拒	拒		dʑyᶽ6
距	距		dʑyᶽ6
柱	柱		dʑyᶽ6
住	住		dʑyᶽ6
俱	俱		dʑyᶽ6
惧	懼		dʑyᶽ6
具	具		dʑyᶽ6
苎	苧		dʑyᶽ6
伫	佇		dʑyᶽ6
伫	竚		dʑyᶽ6
贮	貯		dʑyᶽ6
纻	紵		dʑyᶽ6
宁	宁	同貯；古代宮室門屏之間	dʑyᶽ6
女	女		ȵyᶽ3
书	書		ɕyᶽ1
抒	抒		ɕyᶽ1
纾	紓		ɕyᶽ1
舒	舒		ɕyᶽ1
嘘	噓		ɕyᶽ1
盱	盱	～眙（地名）	ɕyᶽ1
吁	吁	長～短嘆	ɕyᶽ1
虚	虛		ɕyᶽ1
墟	墟		ɕyᶽ1
输	輸	～贏	ɕyᶽ1
戍	戍		ɕyᶽ1
输	輸	運～	ɕyᶽ1
暑	暑		ɕyᶽ3
庶	庶		ɕyᶽ3
汝	汝		ʑyᶽ6
许	許		ɕyᶽ3
水	水		ɕyᶽ3
黍	黍		ɕyᶽ3
恕	恕		ɕyᶽ5A
署	署		ʑyᶽ6
薯	薯		ʑyᶽ6
荽	荽	芫～菜：香菜	siᶽ3
殳	殳		ʑyᶽ2
如	如		ʑyᶽ2
茹	茹		ʑyᶽ2
儒	儒		ʑyᶽ2
濡	濡		ʑyᶽ2
孺	孺		ʑyᶽ2
蠕	蠕		ʑyᶽ2
襦	襦		ʑyᶽ2
嬬	嬬		ʑyᶽ2
竖	豎		ʑyᶽ6
竖	竪		ʑyᶽ6
树	樹	～米：玉米（或念御米）	ʑyᶽ6
澍	澍		ʑyᶽ6
乳	乳		ʑyᶽ6
鱼	魚		ɦyᶽ2
渔	漁		ɦyᶽ2
于	于	鳳凰～飛，單～	ɦyᶽ2
于	亏		ɦyᶽ2
于	於		ɦyᶽ2
俞	俞		ɦyᶽ2
俞	兪		ɦyᶽ2
余	余	姓	ɦyᶽ2
余	餘		ɦyᶽ2
狳	狳		ɦyᶽ2
愚	愚		ɦyᶽ2
虞	虞		ɦyᶽ2
娱	娛		ɦyᶽ2
迂	迂		yᶽ1
瘀	瘀		yᶽ1
觎	覦		ɦyᶽ2
盂	盂		ɦyᶽ2
瑜	瑜		ɦyᶽ2
榆	榆		ɦyᶽ2
逾	逾		ɦyᶽ2
踰	踰		ɦyᶽ2
愉	愉		ɦyᶽ2
渝	渝		ɦyᶽ2
隅	隅		ɦyᶽ2
禺	禺		ɦyᶽ2
腴	腴		ɦyᶽ2
萸	萸		ɦyᶽ2
臾	臾		ɦyᶽ2
欤	歟		ɦyᶽ2
庾	庾		ɦyᶽ6
窳	窳		ɦyᶽ6
雩	雩		ɦyᶽ2
圩	圩		ɦyᶽ2
予	予		ɦyᶽ2
妤	妤		ɦyᶽ2
伃	伃		ɦyᶽ2
竽	竽		ɦyᶽ2
舆	輿		ɦyᶽ2
御	御	～米：玉米（或念樹米）	ɦyᶽ6
御	禦	防～	ɦyᶽ6
驭	馭		ɦyᶽ6
与	與		ɦyᶽ6
豫	豫		ɦyᶽ6
预	預		ɦyᶽ6
誉	譽		ɦyᶽ6
遇	遇		ɦyᶽ6
寓	寓		ɦyᶽ6
芋	芋		ɦyᶽ6
吁	籲	呼～	ɦyᶽ6
愈	愈		ɦyᶽ6
愈	癒		ɦyᶽ6
喻	喻		ɦyᶽ6
喻	喩		ɦyᶽ6
谕	諭		ɦyᶽ6
裕	裕		ɦyᶽ6
喂	餵	～媽媽：餵奶	yᶽ5A
喂	餧	同餵	yᶽ5A
喂	喂	同餵	yᶽ5A
於	於	姓	yᶽ1
淤	淤		yᶽ1
龉	齬		yᶽ3
语	語		yᶽ3
敔	敔	～山灣（江陰地名）	yᶽ3
雨	雨		yᶽ3
宇	宇		yᶽ3
禹	禹		yᶽ3
羽	羽		yᶽ3
瑀	瑀		yᶽ3
蓖	蓖	～麻	piɪ1
篦	篦	～几：梳頭用的篦子	piɪ1
鞭	鞭		piɪ1
煸	煸		piɪ1
编	編		piɪ1
鳊	鯿		piɪ1
边	邊		piɪ1
边	邉		piɪ1
蝙	蝙		piɪ1
贬	貶		piɪ3
扁	扁		piɪ3
匾	匾		piɪ3
变	變		piɪ5A
翩	翩		pʰiɪ1
篇	篇		pʰiɪ1
偏	偏		pʰiɪ1
骗	騙		pʰiɪ5B
遍	遍	普～	pʰiɪ5B
遍	遍	一～	piɪ5A
片	片		pʰiɪ5B
便	便	～宜	biɪ2
蹁	蹁		biɪ2
骿	骿		biɪ2
跰	跰		biɪ2
胼	胼		biɪ2
骈	騈		biɪ2
骈	駢	俗騈字	biɪ2
骈	䮁	俗騈字	biɪ2
辨	辨		biɪ6
辩	辯		biɪ6
拚	拚	抃本字	biɪ6
抃	抃		biɪ6
汴	汴		biɪ6
卞	卞		biɪ6
弁	弁		biɪ6
便	便	方～	biɪ6
辫	辮		biɪ6
棉	棉		miɪ2
绵	綿	同緜	miɪ2
绵	緜		miɪ2
宀	宀		miɪ2
眠	眠		miɪ2
冕	冕		miɪ3
免	免		miɪ3
免	免		miɪ3
勉	勉		miɪ3
娩	娩		miɪ3
腼	腼	～腆	miɪ3
䩄	靦	～覥	miɪ3
面	靣	俗面字	miɪ6
面	面	～子，揩～	miɪ6
面	麪	～條	miɪ6
面	麵	俗麪字	miɪ6
面	麫	俗麪字	miɪ6
缅	緬		miɪ6
㴐	㴐		miɪ6
渑	澠	通作沔	miɪ6
沔	沔		miɪ6
掂	掂		tiɪ1
滇	滇	～池	tiɪ1
巔	巔		tiɪ1
巔	巓		tiɪ1
颠	顛		tiɪ1
颠	顚		tiɪ1
癫	癲		tiɪ1
敁	敁	以手稱物	tiɪ1
点	點		tiɪ3
典	典		tiɪ3
碘	碘		tiɪ3
店	店		tiɪ5A
添	添		tʰiɪ1
天	天		tʰiɪ1
觍	覥	靦～	tʰiɪ3
腆	腆	腼～	tʰiɪ3
舔	舔		tʰiɪ3
掭	掭	～毛筆	tʰiɪ5B
滇	滇	～㴐	tʰiɪ5B
瑱	瑱		tʰiɪ5B
甜	甜		diɪ2
田	田		diɪ2
钿	鈿		diɪ2
佃	佃		diɪ2
填	填		diɪ2
填	塡		diɪ2
磌	磌		diɪ2
窴	窴		diɪ2
滇	滇	～污	diɪ2
电	電		diɪ6
殿	殿		diɪ6
奠	奠		diɪ6
垫	墊		diɪ6
垫	墊	某家～：某家村	tiɪ5A
殄	殄		diɪ6
甸	甸		diɪ6
淀	淀		diɪ6
淀	澱		diɪ6
淀	澱	（又）～粉	diŋ6
靛	靛		diɪ6
廉	廉		liɪ2
镰	鐮		liɪ2
镰	鎌		liɪ2
濂	濂		liɪ2
帘	帘		liɪ2
帘	簾		liɪ2
连	連		liɪ2
涟	漣		liɪ2
联	聯		liɪ2
鲢	鰱		liɪ2
怜	憐		liɪ2
怜	怜		liɪ2
莲	蓮		liɪ2
奁	奩		liɪ2
殓	殮		liɪ6
脸	臉		liɪ3
潋	瀲		liɪ6
敛	斂		liɪ6
练	練		liɪ6
炼	煉		liɪ6
炼	鍊		liɪ6
链	鍊		liɪ6
链	鏈		liɪ6
楝	楝		liɪ6
恋	戀		liɪ6
笺	箋		tsiɪ1
笺	牋		tsiɪ1
椾	椾		tsiɪ1
㮍	㮍		tsiɪ1
湔	湔		tsiɪ1
䔐	䔐		tsiɪ1
尖	尖		tsiɪ1
镌	鐫		tsiɪ1
镌	鎸		tsiɪ1
镌	鋑	古文鐫字	tsiɪ1
煎	煎		tsiɪ1
剪	剪		tsiɪ3
戬	戩		tsiɪ3
翦	翦		tsiɪ3
隽	隽	同雋	tsiɪ5A
隽	雋		tsiɪ5A
箭	箭		tsiɪ5A
荐	荐		tsiɪ5A
荐	薦		tsiɪ5A
溅	濺		tsiɪ5A
僭	僭		tsiɪ5A
歼	殲		tsʰiɪ1
佥	僉		tsʰiɪ1
签	簽	～名	tsʰiɪ1
签	籤	書～	tsʰiɪ1
纤	纖	～維	tsʰiɪ1
千	千		tsʰiɪ1
千	韆	鞦～	tsʰiɪ1
芊	芊		tsʰiɪ1
阡	阡		tsʰiɪ1
仟	仟		tsʰiɪ1
迁	迁	俗遷字	tsʰiɪ1
迁	遷		tsʰiɪ1
浅	淺		tsʰiɪ3
倩	倩		tsʰiɪ5A
茜	茜		tsʰiɪ5A
潜	潛		ziɪ2
钱	錢		ziɪ2
全	全		ziɪ2
泉	泉		ziɪ2
渐	漸		ziɪ6
践	踐		ziɪ6
贱	賤		ziɪ6
饯	餞		ziɪ6
屳	屳	卽仙字	siɪ1
仙	仙		siɪ1
仙	僊		siɪ1
跹	躚	翩～	siɪ1
暹	暹		siɪ1
鲜	鱻		siɪ1
鲜	鮮	～～：新鮮	siɪ1
鲜	鮮	朝～	siɪ3
尟	尟	少	siɪ3
赻	赻	尟字之譌	siɪ3
藓	蘚		siɪ3
先	先		siɪ1
宣	宣		siɪ1
喧	喧		ɕiɤ1
喧	諠		ɕiɤ1
暄	暄		ɕiɤ1
萱	萱		ɕiɤ1
瑄	瑄		siɪ1
渲	渲		siɪ5A
譞	譞		ɕiɤ1
嬛	嬛	輕盈貌	ɕiɤ1
翾	翾		ɕiɤ1
癣	癬		siɪ3
选	選		siɪ3
冼	冼		siɪ3
线	線		siɪ5A
线	綫		siɪ5A
腺	腺		siɪ5A
前	前		ziɪ2
旋	旋	～鑿：螺絲刀	ziɪ2
璇	璇		ziɪ2
璇	璿		ziɪ2
贱	賤		ziɪ6
羡	羨		ziɪ6
羡	羡		ziɪ6
呕	嘔	又	ɪ3
怄	慪	又	ɪ5A
幵	幵		tɕiɪ1
兼	兼		tɕiɪ1
蒹	蒹		tɕiɪ1
搛	搛	～菜：用筷子夾菜	tɕiɪ1
间	間	中～，～隔	tɕiɪ1
间	閒	中～，～隔	tɕiɪ1
菅	菅		tɕiɪ1
缄	緘		tɕiɪ1
艰	艱		tɕiɪ1
奸	奸		tɕiɪ1
奸	姦		tɕiɪ1
涧	澗		tɕiɪ5A
涧	㵎		tɕiɪ5A
肩	肩		tɕiɪ1
坚	堅		tɕiɪ1
鉴	鑒		tɕiɪ1
鉴	鑑		tɕiɪ1
检	檢		tɕiɪ3
睑	瞼		tɕiɪ3
捡	撿		tɕiɪ3
简	簡		tɕiɪ3
简	𥳑		tɕiɪ3
謇	謇		tɕiɪ3
蹇	蹇		tɕiɪ3
柬	柬		tɕiɪ3
茧	繭		tɕiɪ3
趼	趼	足底硬皮	tɕiɪ3
间	間		tɕiɪ5A
间	閒		tɕiɪ5A
剑	劍		tɕiɪ5A
剑	劎		tɕiɪ5A
剑	劒		tɕiɪ5A
剑	劔		tɕiɪ5A
谏	諫		tɕiɪ5A
锏	鐧	殺手～	tɕiɪ5A
锏	鐗	殺手～	tɕiɪ5A
建	建		tɕiɪ5A
见	見		tɕiɪ5A
骞	騫		tɕʰiɪ1
谦	謙		tɕʰiɪ1
牵	牽		tɕʰiɪ1
遣	遣		tɕʰiɪ3
纤	縴	～繩	tɕʰiɪ5B
芡	芡		tɕʰiɪ5B
欠	欠		tɕʰiɪ5B
堑	塹		tɕʰiɪ5B
舰	艦		tɕʰiɪ5B
歉	歉		tɕʰiɪ5B
黔	黔		dʑiɪ2
钳	鉗		dʑiɪ2
揵	揵	舉	dʑiɪ2
乾	乾		dʑiɪ2
虔	虔		dʑiɪ2
掮	掮		dʑiɪ2
俭	儉		dʑiɪ6
件	件		dʑiɪ6
犍	犍		dʑiɪ6
键	鍵		dʑiɪ6
健	健		dʑiɪ6
拈	拈		ȵiɪ1
黏	黏		ȵiɪ2
粘	粘	俗黏字	ȵiɪ2
严	嚴		ȵiɪ2
鲇	鮎		ȵiɪ2
鲇	鯰		ȵiɪ2
年	年		ȵiɪ2
年	秊	年本字	ȵiɪ2
妍	妍		ȵiɪ2
妍	姸		ȵiɪ2
研	研		ȵiɪ2
研	硏		ȵiɪ2
岩	巖	《夢遊天姥吟留別》千巖萬轉路不定	ȵiɪ2
岩	岩		ȵiɪ2
撚	撚	《琵琶行》輕攏慢撚撥復挑	ȵiɪ3
碾	碾		ȵiɪ3
捻	捻		ȵiɪ3
撵	攆		ȵiɪ3
辇	輦		ȵiɪ3
染	染		ȵiɪ3
验	驗		ȵiɪ6
俨	儼		ȵiɪ6
广	广	因广爲屋，象對剌高屋之形	ȵiɪ6
廿	廿	～二：二十二	ȵiɪ6
念	念		ȵiɪ6
念	唸	～書	ȵiɪ6
砚	硯		ȵiɪ6
仚	仚	與屳字不同	ɕiɪ1
轩	軒		ɕiɪ1
掀	掀		ɕiɪ1
忺	忺	得意（含貶義）	ɕiɪ1
妗	妗	～格格	ɕiɪ1
险	險		ɕiɪ3
显	顯		ɕiɪ3
㬎	㬎		ɕiɪ3
蚬	蜆	蛔～：蚯蚓	ɕiɪ3
宪	憲		ɕiɪ5A
献	獻		ɕiɪ5A
炎	炎		ɦiɪ2
芫	芫	～荽菜：香菜	ɦiɪ2
盐	鹽		ɦiɪ2
檐	簷		ɦiɪ2
檐	檐		ɦiɪ2
闫	閆		ɦiɪ2
阎	閻	～大王	ȵiɪ2
嫌	嫌		ɦiɪ2
涎	涎		ɦiɪ2
延	延		ɦiɪ2
筵	筵		ɦiɪ2
衍	衍		ɦiɪ6
娴	嫻	同嫺	ɦiɪ2
娴	嫺		ɦiɪ2
言	言		ɦiɪ2
贤	賢		ɦiɪ2
弦	弦		ɦiɪ2
弦	絃		ɦiɪ2
舷	舷		ɦiɪ2
沿	沿		ɦiɪ2
咸	咸	～陽	ɦiɪ2
兖	兗		ɦiɪ2
兖	兖	俗兗字	ɦiɪ2
陷	陷	（文）	ɦiɪ6
衔	銜		ɦiɪ2
颜	顏		ɦiɪ2
颜	顔		ɦiɪ2
艳	艷	與豔同	ɦiɪ6
艳	豔	同豓	ɦiɪ6
艳	豓		ɦiɪ6
艳	艶	俗豔字	ɦiɪ6
滟	灧	俗灩字	ɦiɪ6
滟	灎	俗灩字	ɦiɪ6
滟	灩	灎本字	ɦiɪ6
焰	焰		ɦiɪ6
彦	彥		ɦiɪ6
谚	諺		ɦiɪ6
唁	唁		ɦiɪ6
邂	邂		ɦiɪ6
现	現		ɦiɪ6
琰	琰		ɦiɪ6
咽	咽	～喉	iɪ1
淹	淹	～城	iɪ1
腌	腌		iɪ1
腌	醃		iɪ1
烟	烟		iɪ1
烟	煙		iɪ1
烟	菸	香～	iɪ1
阉	閹		iɪ1
胭	胭		iɪ1
蔫	蔫		iɪ1
嫣	嫣		iɪ1
焉	焉		iɪ1
演	演		iɪ3
鼹	鼹		iɪ3
鼹	鼴		iɪ3
偃	偃		iɪ3
魇	魘	夢～	iɪ3
掩	掩		iɪ3
俺	俺		iɪ3
晏	晏	（文）	iɪ5A
厌	厭		iɪ5A
堰	堰		iɪ5A
䞁	䞁		iɪ5A
燕	燕	～京	iɪ1
燕	燕	～子	iɪ5A
咽	咽		iɪ5A
咽	嚥		iɪ5A
宴	宴		iɪ5A
宴	讌		iɪ5A
宴	醼	同宴	iɪ5A
雁	雁		iɪ5A
赝	贗		iɪ5A
赝	贋		iɪ5A
贝	貝		pai5A
呗	唄		pai5A
狈	狽		pai5A
杯	杯		pai1
杯	盃		pai1
杯	桮		pai1
背	背	～書包（動詞）	pai1
背	揹	～書包（動詞）	pai1
碑	碑		pai1
卑	卑		pai1
悲	悲		pai1
辈	輩		pai5A
背	背	後～（名詞）	pai5A
臂	臂	手～	pai5A
臂	臂	～把：胳膊	piᶽ5A
呸	呸		pʰai1
胚	胚		pʰai1
坯	坯		pʰai1
坏	坏	坏者，凡土器未燒之緫名也	pʰai1
丕	丕		pʰai1
丕	丕	曹～	pʰiᶽ1
剖	剖		pʰei1
配	配		pʰai5B
沛	沛		pʰai5B
培	培		bai2
陪	陪		bai2
赔	賠		bai2
裴	裴		bai2
裴	裵		bai2
倍	倍		bai6
邶	邶		bai6
珮	珮		bai6
佩	佩		bai6
背	背	～誦（動詞）	bai6
焙	焙		bai6
痱	痱		bai6
琲	琲		bai6
悖	誖		bai6
悖	悖		bai6
眉	眉	（文）	mai2
郿	郿	陝西郿縣，今作眉縣	mai2
梅	梅		mai2
槑	槑	古文梅字	mai2
枚	枚		mai2
玫	玫		mai2
媒	媒		mai2
煤	煤		mai2
莓	莓		mai2
楣	楣	倒～，門～	mai2
霉	霉	～雨	mai2
霉	黴	發～	mai2
谋	謀		mei2
每	每		mai3
美	美		mai3
某	某		mei3
妹	妹		mai6
沬	沬		mai6
袂	袂		mai6
魅	魅		mai6
昧	昧		mai6
媚	媚		mai6
寐	寐		mai6
茂	茂		mei6
懋	懋		mei6
楙	楙		mei6
贸	貿		mei6
缪	繆		mei2
谬	謬		mei6
否	否		fei3
缶	缶		fei3
浮	浮	形容詞，浮躁：～尸（指辦事不穩重的人）	vei2
芣	芣		vei2
阜	阜		vei6
堆	堆		tai1
兜	兜		tei1
丢	丟		tei1
抖	抖		tei3
蚪	蚪		tei3
陡	陡		tei3
对	對		tai5A
斗	斗	抽～	tei3
斗	鬥	爭～	tei5A
斗	鬦	俗鬭字	tei5A
斗	鬭	爭～	tei5A
斗	鬬	爭～	tei5A
斗	鬪	爭～	tei5A
推	推		tʰai1
偷	偷		tʰei1
腿	腿		tʰai3
退	退		tʰai5B
颓	頹		dai2
颓	頽		dai2
蜕	蛻		tʰai5B
蜕	蜕		tʰai5B
透	透		tʰei5B
头	頭		dei2
投	投		dei2
骰	骰	～子	dei2
队	隊		dai6
兑	兌		dai6
兑	兑		dai6
豆	豆		dei6
逗	逗		dei6
痘	痘		dei6
内	內		nai6
芮	芮		zai6
溜	溜		lei1
溜	澑		lei1
流	流	又	lei2
刘	劉		lei2
浏	瀏		lei2
鎏	鎏		lei2
镠	鏐		lei2
旒	旒		lei2
㐬	㐬		lei2
旈	旈		lei2
留	留		lei2
留	畱		lei2
榴	榴		lei2
榴	橊		lei2
硫	硫		lei2
琉	琉		lei2
雷	雷		lai2
蕾	蕾		lai2
擂	擂		lai2
楼	樓		lei2
髅	髏		lei2
柳	柳	又	lei3
柳	桺	又	lei3
绺	綹	又	lei3
儡	儡		lai3
垒	垒		lai3
垒	壘		lai3
搂	摟		lei3
馏	餾		lei2
馏	𩞷		lei2
累	累	積～	lai3
耒	耒		lai3
磊	磊		lai3
磥	磥	同磊	lai3
累	纍		lai2
羸	羸		lai2
累	累	勞～	lai6
类	類		lai6
漏	漏	～落（不小心遺失了，弄丟了）	lei6
陋	陋		lei6
椎	椎		tsai1
追	追		tsai1
锥	錐		tsai1
隹	隹		tsai1
昼	晝		tsei1
邹	鄒		tsei1
周	周		tsei1
周	週		tsei1
辀	輈		tsei1
盩	盩	陝西盩厔縣，今作周至縣	tsei1
舟	舟		tsei1
州	州		tsei1
洲	洲		tsei1
诹	諏		tsei1
陬	陬		tsei1
緅	緅		tsei1
鄹	鄹		tsei1
鲰	鯫		tsei1
郰	郰		tsei1
棷	棷		tsei1
掫	掫		tsei1
驺	騶		tsei1
棸	棸		tsei1
诌	謅		tsei1
嘴	嘴		tsiᶽ3
走	走		tsei3
走	赱	俗走字	tsei3
肘	肘		tsei3
惴	惴		tsai5A
缀	綴		tsai5A
赘	贅		tsai5A
醉	醉	（文）	tsai5A
奏	奏		tsei5A
揍	揍		tsei5A
皱	皺		tsei5A
绉	縐	～巴巴	tsei5A
咒	咒		tsei5A
咒	呪		tsei5A
帚	帚	苕～	tsei3
最	最		tsai5A
催	催		tsʰai1
崔	崔		tsʰai1
摧	摧		tsʰai1
炊	炊	（文）	tsʰai1
抽	抽		tsʰei1
惆	惆		tsʰei1
璀	璀		tsʰai3
丑	丑	小～	tsʰei3
丑	醜	～八怪	tsʰei3
脆	脆	（白）蠻～箇	tsʰiᶽ5B
脆	脆	（文）	tsʰai5B
翠	翠		tsʰai5B
啐	啐		tsʰai5B
焠	焠		tsʰai5B
倅	倅		tsʰai5B
毳	毳		tsʰai5B
凑	湊		tsʰei5B
臭	臭		tsʰei5B
垂	垂	（白）～下來	zɿ2
垂	垂	（文）～直	zai2
锤	錘		dzai2
锤	鎚	與錘同	dzai2
搥	搥		dzai2
箠	箠		dzai2
陲	陲		zai2
谁	誰		zai2
蕤	蕤		zai2
甤	甤		zai2
绸	綢		dzei2
稠	稠		dzei2
筹	籌		dzei2
踌	躊		dzei2
仇	讎		dzei2
仇	讐		dzei2
仇	仇		dzei2
酬	酬		dzei2
柔	柔		dzei2
揉	揉		zei2
蹂	蹂		zei2
糅	糅		zei2
罪	罪	犯～	dzai6
罪	辠	犯～	dzai6
罪	罪	～過人：可憐	zai6
罪	辠	～過人：可憐	zai6
萃	萃		zai6
膵	膵		zai6
悴	悴		zai6
瘁	瘁		zai6
睡	睡		zai6
瑞	瑞		zai6
睿	睿		zai6
叡	叡		zai6
蕊	蕊		zai6
遂	遂		zai6
隧	隧		zai6
穗	穗		zai6
坠	墜		zai6
纣	紂		zei6
宙	宙		zei6
籀	籀		dzei6
籀	籒		dzei6
冑	冑	甲～（從“冃”，與“胄”不同）	dzei6
胄	胄	～裔，貴～（從“肉”，與“冑”不同）	dzei6
伷	伷	貴～（同“胄”，多用於人名）	dzei6
酎	酎		dzei6
骤	驟		dzei6
虽	雖		sai1
尿	尿		siᶽ1
溲	溲	排泄小便	sei1
搜	搜	～查，～集	sei1
搜	蒐	～集	sei1
蒐	蒐	茜草	sei1
飕	颼		sei1
馊	餿		sei1
收	收		sei1
叟	叟		sei3
叟	叜	古文叟字	sei3
傁	傁		sei3
手	手		sei3
首	首		sei3
守	守		sei3
碎	碎		sai5A
岁	歲		sai5A
岁	歳		sai5A
税	稅		sai5A
锐	銳	～角	sai5A
锐	鋭	～角	sai5A
锐	銳	～氣	zai6
锐	鋭	～氣	zai6
秽	穢		huai5A
秽	穢		ɦuai6
艘	艘		sei5A
粹	粹		zai6
嗽	嗽		sei5A
瘦	瘦		sei5A
漱	漱	咳～	sei5A
兽	獸		sei5A
随	隨		zai2
隋	隋		zai2
愁	愁		zei2
受	受		zei6
寿	壽		zei6
授	授		zei6
售	售		zei6
沟	溝		kei1
篝	篝		kei1
鞲	鞲		kei1
韝	韝		kei1
褠	褠		kei1
勾	勾	～當，～銷	kei1
句	句	高～麗	kei1
钩	鉤		kei1
钩	鈎		kei1
佝	佝		kei1
偻	僂		lei2
狗	狗		kei3
苟	苟		kei3
枸	枸	～杞頭	kei3
诟	詬		kei5A
媾	媾		kei5A
遘	遘		kei5A
搆	搆		kei5A
冓	冓		kei5A
煹	煹		kei5A
觏	覯		kei5A
彀	彀		kei5A
够	够		kei5A
够	夠	同够	kei5A
构	構		kei5A
购	購		kei5A
垢	垢		kei5A
抠	摳		kʰei1
口	口		kʰei3
去	去	（白）	tɕʰiᶽ5B
扣	扣		kʰei5B
寇	寇		kʰei5B
寇	冦		kʰei5B
㓂	㓂		kʰei5B
宼	宼		kʰei5B
窛	窛	鈔也，暴也。	kʰei5B
蔻	蔻		kʰei5B
蔻	䓻		kʰei5B
蔻	蔲		kʰei5B
簆	簆		kʰei5B
厚	厚		ɡei6
耦	耦		ŋei3
蕅	蕅		ŋei3
藕	藕		ŋei3
偶	偶	配～，～然	ŋei3
齁	齁		hei1
佝	佝	～背：駝背	həɯ1
呴	呴	氣喘	hei1
吼	吼		hei1
吼	吼		hei5A
鲎	鱟	彩虹	hei5A
侯	侯		ɦʰei2
喉	喉		ɦʰei2
猴	猴		ɦʰei2
瘊	瘊		ɦʰei2
逅	逅		ɦʰei2
后	后	皇～	ɦʰei6
后	後	～底：後面	ɦʰei6
候	候		ɦʰei6
欧	歐		ei1
区	區	姓	ei1
瓯	甌		ei1
讴	謳		ei1
沤	漚		ei1
鸥	鷗		ei1
殴	毆		ei1
呕	嘔	當表示嘔吐時，申港衹單說嘔，不說嘔吐。	ei3
怄	慪		ei5A
妫	嬀		kuai1
皈	皈		kuai1
妫	媯	俗嬀字	kuai1
沩	潙		kuai1
沩	溈	俗潙字	kuai1
圭	圭		kuai1
闺	閨		kuai1
规	規		kuai1
槻	槻		kuai1
龟	龜		kuai1
归	歸		kuai1
诡	詭		kuai3
轨	軌		kuai3
氿	氿		kuai3
晷	晷		kuai3
簋	簋		kuai3
鬼	鬼		kuai3
会	會	～計	kuai5A
刽	劊		kuai5A
狯	獪		kuai5A
脍	膾		kuai5A
鱠	鱠		kuai5A
浍	澮		kuai5A
侩	儈		kuai5A
郐	鄶		kuai5A
刿	劌		kuai5A
桧	檜		kuai5A
桂	桂		kuai5A
贵	貴		kuai5A
窥	窺		kʰuai1
盔	盔		kʰuai1
魁	魁		kʰuai1
傀	傀		kʰuai3
奎	奎		kʰuai1
睽	睽		kʰuai1
亏	虧		kʰuai1
块	塊		kʰuai5B
喟	喟	～嘆	kʰuai5B
哙	噲		kʰuai5B
癸	癸		kuai3
夔	夔		ɡuai2
逵	逵		ɡuai2
葵	葵	又	ɡuai2
揆	揆		ɡuai6
溃	潰		ɡuai6
馈	餽		ɡuai6
馈	饋		ɡuai6
聩	聵		ɡuai6
愧	愧		ɡuai6
跪	跪		ɡuai6
柜	櫃		ɡuai6
匮	匱		ɡuai6
𠯠	噅		huai1
𠯠	噕	同噅	huai1
㧑	撝		huai1
翚	翬		huai1
恢	恢		huai1
灰	灰		huai1
麾	麾		huai1
挥	揮		huai1
珲	琿	璦～（黑龍江地名）	huai1
辉	輝		huai1
晖	暉		huai1
徽	徽		huai1
悔	悔		huai3
虫	虫	虺本字	huai3
虺	虺	一種蛇	huai3
毁	毁		huai3
毁	毀		huai3
毁	燬		huai3
毁	譭		huai3
毁	䛼		huai3
贿	賄		huai5A
晦	晦		huai5A
卉	卉		huai5A
卉	芔	卉本字	huai5A
烩	燴		huai5A
桅	桅		ɦuai2
徘	徘	～徊	bai2
徊	徊	徘～	ɦuai2
回	回	一～	ɦuai2
回	囘	一～	ɦuai2
回	囬	一～	ɦuai2
回	迴	～轉	ɦuai2
回	逥	～轉	ɦuai2
回	廻	～轉	ɦuai2
回	廽	～轉	ɦuai2
蛔	蛔		ɦuai2
蛔	蚘		ɦuai2
蛔	蜖		ɦuai2
蛔	蛕		ɦuai2
茴	茴		ɦuai2
危	危		ɦuai2
喂	喂	電話應答聲	ɦuai2
为	爲	行～	ɦuai2
违	違		ɦuai2
围	圍		ɦuai2
涠	潿	～洲島（廣西地名）	ɦuai2
巍	巍		ɦuai2
嵬	嵬		ɦuai2
汇	匯	～合	ɦuai6
汇	滙	～合	ɦuai6
汇	彙	詞～	ɦuai6
会	會	～議，開～	ɦuai6
会	會	會做事	uai5A
绘	繪		ɦuai6
卫	衛		ɦuai6
卫	衞		ɦuai6
卫	䘙		ɦuai6
彗	彗		ɦuai6
惠	惠		ɦuai6
慧	慧		ɦuai6
伪	僞		ɦuai6
为	爲	～人民服務	ɦuai6
位	位		ɦuai6
魏	魏		ɦuai6
讳	諱		ɦuai6
讳	諱		huai5A
伟	偉		ɦuai6
苇	葦		ɦuai6
玮	瑋		ɦuai6
炜	煒		ɦuai6
荟	薈		uai5A
纬	緯		ɦuai6
胃	胃		ɦuai6
谓	謂		ɦuai6
猬	猬		ɦuai6
煨	煨		uai1
偎	偎		uai1
隈	隈		uai1
萎	萎		uai1
葵	葵	向日～	uai1
威	威		uai1
葳	葳		uai1
畏	畏		uai5A
委	委		uai3
猥	猥		uai3
崴	崴		uai3
𫇭	蔿		uai3
𫇭	蒍		uai3
洧	洧		uai3
鲔	鮪		uai3
慰	慰		ɦuai6
尉	尉		ɦuai6
蔚	蔚		ɦuai6
搬	搬		pɤ1
半	半		pɤ5A
